video_id,subtitle,physical_tags,desc_A,desc_B,label,label_letter
samplenew3_00021829,I am caught between the two of you.,"[Acoustic Prosody] Voice energy=0.0042, Pitch var=5279.45, Sharpness=1882.4Hz, Speed=7.69b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.97), neutral(max_prob:0.58)","In the text, the caption reads: ""I'm caught between the two of you."" This phrase might be an expression of the man's predicament or the stress he is under. Considering the emotional cues described in the audio, such as tension, anxiety, and pressure, and the visual cues provided by the dimly-lit room and his direct gaze into the camera lens, we can infer that this statement might carry a tone of confusion or helplessness. He may feel pressured and trapped between two individuals, leading to feelings of nervousness and anxiety. Consequently, this sentence could be a complaint or expression of his situation.","In the video, a man's facial expressions, including lowered brows and a slight frown, suggest a negative emotional state. His words, ""I'm sandwiched between the two of you,"" imply a sense of confinement, restriction, or being trapped, which may be the source of his sadness.",Prefer A,A
samplenew3_00059379,Prevent me from applying for the major I like.,"[Acoustic Prosody] Voice energy=0.0923, Pitch var=6723.06, Sharpness=1680.4Hz, Speed=8.83b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.99), neutral(max_prob:0.80)","In the video, a man exhibits facial expressions of anger, including furrowed frowns and facial tightness, while speaking in a normal tone. His statement, ""Prevent me from applying for my favorite major,"" suggests a sense of frustration and restriction.","In the text, caption content: ""Preventing me from pursuing my preferred major."" This phrase might represent an emotional state expressed by a male in Asia within a video. Based on the visual clues depicting him staring into space and being deeply thoughtful, as well as the audio clues describing his voice trembling and speech being fast, we can infer that this sentence might carry emotions of anger, frustration, or dissatisfaction. He might be complaining or expressing discontent over some hindrance or limitation, possibly related to wanting to pursue his preferred major. Therefore, this sentence reflects his emotional state and inner conflict.",Prefer B,B
samplenew3_00054546,"I have to go, I must go.","[Acoustic Prosody] Voice energy=0.0078, Pitch var=13958.19, Sharpness=2260.9Hz, Speed=7.60b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.91), disgust(max_prob:0.77)","In the text, the caption reads: ""I have to go, I absolutely have to go."" This sentence could be a self-expression or decision by a female character in the video. Given the audio cues describing the female speaking in a high-pitched and emotionally charged manner with a trembling voice, conveying a sense of urgency and desperation, and video clues showing the female character without expression, possibly experiencing complex emotions such as fear, anxiety, or panic, we can infer that the statement might carry a sense of immediacy and determination. The female might be facing some significant situation or event, and she feels compelled to handle or be part of it. Therefore, this sentence expresses the female character's's resolve and firmness, which alignss with her overall portrayal of tension.","In the video, the woman's expression of sadness or discomfort, accompanied by a lowered brow and raised eyebrow, suggests she is experiencing emotional distress. Her words, ""I have to go, I must go!"", convey a sense of urgency and possibly reluctance, implying a difficult or unpleasant situation causing her sadness.",Prefer A,A
samplenew3_00023496,What are you doing? It's not okay.,"[Acoustic Prosody] Voice energy=0.0571, Pitch var=5083.44, Sharpness=1838.1Hz, Speed=1.94b/s. | [Facial Micro-movements] Upper Lid Raiser(peak:1.00), Dimpler(peak:1.00), Lip Corner Depressor(peak:1.00) | [Macro Emotion Base] surprise(max_prob:1.00), neutral(max_prob:0.91)","In the text, the subtitle says, ""What are you doing? This is not acceptable."" This sentence is likely spoken by the man in the conversation. Based on the description of the speaker's agitated and frustrated voice in the audio clues, the harsh tone of voice, and the angry and frustrated facial expressions and body movements displayed by the man in the video clues, we can infer that this sentence may be the man expressing dissatisfaction, disagreement, or anger in the conversation. Therefore, this sentence may be the man expressing dissatisfaction or opposition to a certain issue or situation in the conversation.","In the video, a man exhibits a complex emotional expression, featuring lowered eyebrows, raised upper eyelid, and an upwardly curved lip. However, his tone and intonation are described as angry, and his words, ""What are you doing? Not really,"" imply a sense of frustration or annoyance.",Prefer A,A
samplenew3_00077698,"Our mining application should also be approved, right?","[Acoustic Prosody] Voice energy=0.0169, Pitch var=4057.27, Sharpness=1671.4Hz, Speed=7.38b/s. | [Facial Micro-movements] Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00), Nose Wrinkler(peak:1.00) | [Macro Emotion Base] disgust(max_prob:0.93), neutral(max_prob:0.75)","In the video, a man exhibits a facial expression characterized by furrowed frowns, lid tightener, upper lip raiser, and lips forming an upward curve, suggesting a mix of emotions, including anger. The context of the conversation and his statement imply frustration or annoyance, likely due to a perceived injustice or unfair treatment.","In the text, the caption reads: ""Should our mining application be approved soon?"" This sentence might be spoken by an older man to a younger man. Based on the personal high-pitched tone described in the audio clues, along with a sense of urgency, coupled with the visual cues of the older man's's serious expression and downward gaze, we can infer that this statement might carry an element of anxiety and anticipation. The older man may be inquiring about or expecting the outcome of their mining application, while the younger man maintains attentiveness and focus, likely showing interest or respect for the older man's's topic. Overall, both the video and audio clues suggest a serious and tense atmosphere that aligns with the anxious tone of the caption content.",Prefer A,A
samplenew3_00061773,Both you and I have to go to the Yellow Springs.,"[Acoustic Prosody] Voice energy=0.0221, Pitch var=8980.41, Sharpness=1386.8Hz, Speed=7.53b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.89), sadness(max_prob:0.86)","In the text, caption reads: ""Both of us must attend to the Yellow River."" This line might be a sentence said by a lady to someone beside her. The slight tremble in the speaker's's voice, as described in the audio clues, indicates that she may feel anxious or tense. The use of ""we"" suggests that the speaker might have a sense of responsibility or duty. Considering the video clues such as the lady's's calm and relaxed facial expression, body language, and traditional attire, we can infer that this sentence might be part of a discussion or reminder about an important task or responsibility, while also expressing anxiety and tension about it.","In the video, a woman sits on a couch, displaying a neutral facial expression (Brow Lowerer) and a normal tone, indicating a calm and composed demeanor. Her statement implies a matter-of-fact discussion about a plan or task, suggesting a neutral emotional state.",Prefer A,A
samplenew3_00088327,You just let go and do it.,"[Acoustic Prosody] Voice energy=0.0196, Pitch var=9923.44, Sharpness=1996.1Hz, Speed=7.88b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.98), happiness(max_prob:0.72)","In the video, a man's facial expression is marked by lowered eyebrows, suggesting disappointment or discontent. His words, ""You just let go and do it,"" imply resignation or surrender. This combination suggests he is struggling with a difficult situation and feels sadness or despair.","In the text, the caption reads: ""Just go ahead and do it."" This phrase could be an encouragement or support to someone. Given the vocal characteristics described in the audio clues, such as an individual who is tense, speaking at a high pitch, and with a fast pace, and the visual cues from the video showing a man with a serious expression contrasted by a woman's smile, we can infer that this sentence might be a man encouraging or supporting a woman. The man may be seriously discussing a topic, while the woman expresses a relaxed or happy emotion. The sentence could be the man encouraging the woman to go ahead and do something, to alleviate her tension or anxiety, and to express his support for her.",Prefer B,B
samplenew3_00007210,"I just want to see you a few times, let's both work hard.","[Acoustic Prosody] Voice energy=0.0815, Pitch var=7363.94, Sharpness=1481.1Hz, Speed=6.88b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:0.00), Outer Brow Raiser(peak:0.00), Brow Lowerer(peak:0.00) | [Macro Emotion Base] anger(max_prob:0.00), disgust(max_prob:0.00)","In the text, the caption reads: ""Alright, I'll see you in a bit, we're all going to give it our best shot."" This sentence could be a man encouraging himself or someone else. Given the audio clues that describe a male voice as calm, confident, and decisive, along with the video hints showing the man's with a serious and thoughtful demeanor, we can infer that this might be a positive verbal encouragement, expressing the man's's support and determination for himself or others. This alignss well with the overall contemplative nature and challenging context displayed by the man.","In the video, a man stands near a body of water, displaying a neutral facial expression (Brow Lowerer) and speaking in a normal tone. His comment, ""Okay, I'll just see you a few times, let's all cheer!"" appears casual and friendly, suggesting a relaxed and informal atmosphere.",Prefer A,A
samplenew3_00022019,"Brother, don't blame me for not reminding you.","[Acoustic Prosody] Voice energy=0.0138, Pitch var=8149.32, Sharpness=1795.5Hz, Speed=5.81b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.91), neutral(max_prob:0.80)","In the video, a young man displays facial expressions—lowered eyebrows, raised upper eyelid, and pressed lips—that suggest anger. His words, ""Brother, don't blame me for not reminding you,"" imply a sense of defensiveness and possibly a feeling of being unfairly targeted, indicating anger triggered by a perceived injustice.","In the text, caption content: ""Brother, don't blame me for not warning you."" This phrase could be a warning or reminder from one man to another. Given the speaker's's tone described as confident and decisive with a hint of sharpness, along with the video clues showing the man displaying complex emotions in a tense environment, we can infer that the phrase might carry a tone of warning or threat. Therefore, this sentence might be the man issuing a warning or reminder to someone while portraying a character with strong emotions in a complex situation.",Prefer B,B
samplenew3_00037542,"Why does the word ""revolution"" sound so awkward coming out of your mouth?","[Acoustic Prosody] Voice energy=0.0505, Pitch var=21911.11, Sharpness=1751.6Hz, Speed=8.18b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] anger(max_prob:0.94), neutral(max_prob:0.90)","In the text, the subtitle reads, ""Why does the word 'revolution' sound so awkward coming out of your mouth?"" Based on the description of the speaker's voice in the audio clues, which is filled with tension and frustration, with a high tone and volume, as well as an aggressive and confrontational tone, we can infer that this sentence may have a provocative or mocking tone. The speaker may be dissatisfied or disagree with the other person's way of expression or speech, hence using the word ""awkward"" to describe it. This sentence expresses the speaker's negative emotions and confrontational attitude.","In the video, a military officer exhibits facial expressions that suggest anger or annoyance, including a lid tightener, tightened lips, and pursed lips. His tone and intonation are negative, and his words convey disapproval and frustration.",Prefer A,A
samplenew3_00071929,"I can't wait any longer, you've been hiding for so long.","[Acoustic Prosody] Voice energy=0.0271, Pitch var=10892.42, Sharpness=1628.1Hz, Speed=3.98b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.92), neutral(max_prob:0.72)","In the text, the subtitle reads: ""They've hidden it for so long; I can't wait anymore."" This phrase might be an individual's response to a particular or event. Given the person's's sense of urgency, desperation, and frustration conveyed through audio cues, as well as the woman's neutral expression in the video clues and the solemn atmosphere around her, we can infer that this sentence might carry an element of anxiety, impatience, or losing one's patience. Therefore, this statement could be an individual expressing their dissatisfaction or urgent anticipation towards a certain situation, aligning with their overall emotional state.","In the video, a woman displays a furrowed brow and natural tone while discussing her appearance, with words suggesting resignation and desperation. This combination implies she is struggling with a deep-seated issue, causing emotional pain and sadness.",Prefer A,A
samplenew3_00108976,We are in a dangerous situation.,"[Acoustic Prosody] Voice energy=0.0256, Pitch var=507.24, Sharpness=1745.8Hz, Speed=7.35b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Dimpler(peak:1.00) | [Macro Emotion Base] anger(max_prob:0.89), neutral(max_prob:0.65)","In the text, caption reads: ""We're in a precarious situation, it's fraught with peril."" This line could be a man expressing concern or worry about the current state of affairs. Given the audio cues that describe a person's's voice shaking and trembling, along with an intonation that suggests confusion or being overwhelmed by stress, we can infer that this phrase might come across with a sense of tension or anxiety. Therefore, this sentence might be a negative assessment or reaction from the man towards the current situation, aligning well with his overall portrayal of tension or anxiety.","In the video, a man sits on a chair, looking at his phone, with a neutral facial expression (Brow Lowerer) and a normal tone, delivering a statement about a potentially dangerous situation in a matter-of-fact manner.",Prefer A,A
samplenew3_00111983,You hate that you can't see your mother immediately.,"[Acoustic Prosody] Voice energy=0.0262, Pitch var=6147.45, Sharpness=1503.6Hz, Speed=8.25b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.97), neutral(max_prob:0.69)","In the video, a person displays a lowered brow and upper lip lift, typically indicative of anger or frustration, but speaks in a calm tone. The context suggests a sensitive topic, and the person's facial expressions and tone do not convey an obvious emotional response. This unusual combination implies the person is likely feeling angry but attempting to suppress or hide their emotions.","In the text, the caption reads: ""You wish to see your mother empress immediately."" Given the individual's tone described as sharp and aggressive in the audio clues, along with the use of the word 'hate', it can be inferred that the person is experiencing intense negative emotions such as anger or frustration. Additionally, the mention of ""your mother empress"" might be how the individual addresses or accuses someone else. Considering both the audio hints and the caption content, it can be speculated that the person is expressing their anger or frustration towards someone else, and wishes to see their mother empress immediately. This might indicate a strong emotional need or expectation.",Prefer B,B
samplenew3_00098197,"Are you the one promoting the Communist Party here, kid?","[Acoustic Prosody] Voice energy=0.0343, Pitch var=14104.10, Sharpness=2226.5Hz, Speed=9.04b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] surprise(max_prob:0.98), happiness(max_prob:0.12)","In the video, a person exhibits facial expressions—tightened and pursed lips, and a held-high chin—that convey a sense of disapproval or annoyance. Their negative tone and intonation suggest a strong emotional response, likely driven by disapproval of the boy's actions, possibly due to ideological or political differences.","In the text, the caption reads: ""Are you here to spread propaganda for the Communist Party?"" This sentence could be an accusation or question directed at the subject being filmed by the speaker. Given the sharp and aggressive tone described in the audio clues, as well as the serious expression and direct gaze of the subject in the video clues, we can infer that this statement carries an angry or dissatisfied emotion. Therefore, this sentence might be an expression of blame or accusation, contrasting with the subject's's serious and focused emotional display.",Prefer B,B
samplenew3_00062722,Gentlemen are actually not bad.,"[Acoustic Prosody] Voice energy=0.0841, Pitch var=13693.37, Sharpness=2204.6Hz, Speed=7.61b/s. | [Facial Micro-movements] Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] disgust(max_prob:0.98), happiness(max_prob:0.94)","In the text, the caption reads: ""Gentlemen, in themselves, aren't not inherently bad."" Given the woman's smile and comedic expressions in the video hints, as well as her joyful demeanor and body language that suggests she is enjoying herself and sharing moments of delight with others, we can infer that this statement might be the woman's commentary or reaction to gentlemen. With audio clues indicating of negative emotions such as sadness, anger, frustration, helplessness, and despair, we can deduce that the statement might carry a tone of irony or sarcasm. Therefore, this sentence could be the woman teasing the gentleman, suggesting that he isn't not as good as he appears to be.","In the video, a young woman stands in front of a door, exuding happiness through her smile, pleasure, and grinning. Her dimpled cheeks and cheerful tone further reinforce this emotional state.",Prefer A,A
samplenew3_00083774,"If they betray me, I will be in deep trouble.","[Acoustic Prosody] Voice energy=0.0723, Pitch var=5642.52, Sharpness=1467.2Hz, Speed=6.92b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] anger(max_prob:1.00), fear(max_prob:0.91)","In the text, caption content: ""If they were to happen, I'd sink in the gutter."" This sentence might be a man expressing concern or worry about a possible situation or outcome. Based on the man's's anxious state and actions of avoiding the camera, as well as the tranquil and joyful feelings conveyed by the sound of waves crashing and bird chirping described in the audio clues, we can infer that this sentence likely reflects the man's's worry about the potential difficulties or challenges he might face, expressed with a negative emotion. This alignss with the man's's overall display of an anxious demeanor.","In the video, a man stands in a wartime setting, displaying facial expressions—lowered brow, lid tightener, and lips apart showing teeth—that suggest intense emotions, likely anger or frustration.",Prefer A,A
samplenew3_00017139,"Sister, please sit down quickly as you are pregnant.","[Acoustic Prosody] Voice energy=0.0452, Pitch var=3683.53, Sharpness=2396.5Hz, Speed=6.34b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.95), happiness(max_prob:0.83)","In the text, the caption reads: ""Sister is pregnant, hurry and take a seat."" This phrase could be a suggestion or reminder from one woman to another. Given the woman's smile and positive demeanor in the video clues, as well as her calm and restrained tone of voice in the audio cues, we can infer that this statement might be an expression of concern and attention. The woman may be advising the other person to take care of their health by sitting down and resting, ensuring comfort and well-being.","In the video, a woman is dressed in traditional Asian attire, directly addressing the camera with a toothy smile and a sense of pleasure.Her tone is natural,saying,""Sister, now that you are pregnant, please sit down first.""This shows her concern about the other person,so her mood is worried.",Prefer A,A
samplenew3_00023694,"It's not that I blame you, but I asked you to buy me a gift and you insisted on making me a lousy greeting card. I feel embarrassed in front of my classmates. Everyone else bought gifts.","[Acoustic Prosody] Voice energy=0.0714, Pitch var=9785.97, Sharpness=2029.1Hz, Speed=6.96b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.98), neutral(max_prob:0.98)","In the text, caption content: ""It's not your fault I asked you to buy me a gift, but you wouldn't do it, insisting on making such a terrible card for me. How embarrassing in front of my classmates when everyone else is giving gifts!"" Considering the emotional cues described in the audio, such as anger, frustration, and resentment, and the boy's evident distress and crying in the video, we can infer that this statement likely represents the boy's complaint or dissatisfaction towards the woman. The boy mentions the gift and the card, implying he feels disappointed or unhappy with the woman's actions or choices. He also brings up the embarrassment in front of classmates, suggesting he might feel ashamed or embarrassed due to the woman's behavior. Integrating both video and audio clues, we can deduce that the boy is experiencing conflict or disagreement with the woman, feeling unhappy about her behavior, which may have led to his distress and tears.","In the video, a young man displays facial expressions—lid tightener and chin raiser—that suggest annoyance or frustration. His words reveal the underlying emotion: he is upset about not receiving a suitable gift and feels embarrassed, leading to anger stemming from perceived injustice and disappointment.",Prefer A,A
samplenew3_00074688,I lied and hurried on the road.,"[Acoustic Prosody] Voice energy=0.0434, Pitch var=12260.22, Sharpness=1683.0Hz, Speed=5.66b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.98), fear(max_prob:0.61)","In the text, the caption reads: ""I deceived and hurried on my way."" This sentence could be describing by a man recounting his actions or experiences. Considering the complexity of personal emotions conveyed in the audio cues, including happiness, sorrow, and fear, along with the puzzled and curious expressions shown in the video clues, we can infer that this phrase might carry a sense of guilt or regret. The man may be describing making some unwise or wrong decisions that have left him feeling confused and remorseful. Therefore, this sentence likely expresses the man's's inner conflict and emotional fluctuations.","In the video, a young Asian man's facial expressions and tone convey distress, despite the serene background. He lowers his brows, lifts his eyebrows, and speaks with a fearful tone, stating, ""I deceived you, and I went on my way face to face."" This combination of cues suggests he is struggling with guilt, regret, remorse, and fear, indicating a strong sense of sadness and possibly shame.",Prefer A,A
samplenew3_00070624,What did you buy for me?,"[Acoustic Prosody] Voice energy=0.0709, Pitch var=12649.47, Sharpness=1587.8Hz, Speed=6.70b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.97), anger(max_prob:0.95)","In the text, the caption reads: ""What caught your attention?"" Given the woman's facial expression described in the video clues, which is a mix of curiosity and contemplation, along with her body language indicating of willingness to communicate or engage, we can infer that this phrase might be a query or skepticism posed by the woman towards someone nearby. Considering the audio hints, including laughter and hysterical giggles, along with a person's's voice being tense and anxious, it suggests that the individual may have experienced a complex amalgamation of positive and negative emotions. Therefore, this statement could carry an undertone of jest or skepticism, fitting well with the woman's overall display of curiosity and reflective emotion.","In the video, a person displays facial expressions—lowered brow and tightened eyelids—that suggest annoyance or irritation. Their angry tone and intonation while saying, ""What? I bought it for you,"" indicates a strong emotional response to the situation.",Prefer A,A
samplenew3_00101921,"What do you mean by ""I love you""? Go to Lao Liu's place and tell him to scold me.","[Acoustic Prosody] Voice energy=0.0432, Pitch var=2162.49, Sharpness=1479.7Hz, Speed=5.89b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:0.00), Outer Brow Raiser(peak:0.00), Brow Lowerer(peak:0.00) | [Macro Emotion Base] anger(max_prob:0.00), disgust(max_prob:0.00)","In the text, the subtitle content says, ""What do you mean by 'I'll go to Laozi's place and let him scold me'?"" Based on the description of the individual's angry and frustrated emotions in the audio clues, as well as the man's frowning and worried expression in the video clues, we can infer that this sentence is likely the man's expression of dissatisfaction and anger towards another person. He mentions ""Laozi,"" which is likely referring to the name of another person, implying that he is discussing or complaining about this person's behavior. He also mentions ""go to Laozi's place"" and ""let him scold me,"" indicating his dissatisfaction with the other person's actions and his desire for them to be punished or reprimanded. The negative emotions and dissatisfaction expressed in this sentence align with the emotional state of the man described in the video and audio clues.","In the video, a person exhibits facial expressions indicative of anger: furrowed brows, tightened eyelids, and lips apart showing teeth. The chin raiser suggests defiance or indignation. The tone is normal, suggesting composure, but the words spoken convey frustration and helplessness, strongly suggesting the person is feeling angry due to perceived injustice or unfair treatment.",Prefer A,A
samplenew3_00003604,"It shouldn't be a capital offense, think about it.","[Acoustic Prosody] Voice energy=0.0126, Pitch var=8229.73, Sharpness=2026.1Hz, Speed=6.33b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.84), surprise(max_prob:0.75)","In the text, the subtitle reads, ""It shouldn't be a death penalty, think about it."" This sentence may be a comment or reaction from the man to the woman. Based on the audio clues describing a mixture of anger and frustration in the individual's emotions, as well as the video clue of the man putting his hand on his face and the woman touching the man's face, we can infer that this sentence may carry an angry and frustrated tone. The man may be expressing dissatisfaction and disappointment towards a certain event or situation, possibly a rebuttal to a mistake or unfair judgment. Overall, this sentence expresses the man's anger and frustration, aligning with the context of the deep conversation between the man and woman in the video.","In the video, a woman displays a serious expression with furrowed brows, tightened eyelids, and parted lips showing teeth. Her tone and intonation are negative, and she says, ""It shouldn't be a capital offense, just think about it."" Her facial expressions and tone convey a sense of disapproval, frustration, and possibly even outrage, indicating an emotional label of anger.",Prefer A,A
samplenew3_00083717,Which case is the party involved in the divorce case called Cai Li? Do you still remember? I remember.,"[Acoustic Prosody] Voice energy=0.0545, Pitch var=2889.12, Sharpness=1486.2Hz, Speed=4.76b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:0.00), Outer Brow Raiser(peak:0.00), Brow Lowerer(peak:0.00) | [Macro Emotion Base] anger(max_prob:0.00), disgust(max_prob:0.00)","In the video, three individuals stand together in a workplace, engaged in a conversation. The person's facial expression is a Brow Lowerer, indicating focus or attention, and their tone sounds natural. The conversation is professional and formal, with the person asking questions and recalling details. This suggests a neutral emotional state, likely due to the routine or matter-of-fact nature of the conversation.","In the text, the caption reads: ""Which case is Yi Zong's divorce case? Do you remember her name is Cai Li?"" This sentence is a woman askingng a man about a legal matter. Given the emotional cues from the man's's expression of frustration and anger in the audio, as well as the woman's expressions of concern and empathy, we can infer that the woman's question is likely aimed at understanding the man's's situation and feelings while handling this divorce case. The woman's tone is calm and orderly, indicating that she is askingking the question rationally and with purpose. The man's's anger and sense of defeat might stem from the negative emotions associated with divorce cases, while the woman's concern and empathy indicate that she is understanding and caring about the man's's emotions and circumstances.",Prefer A,A
samplenew3_00009318,我想听听你的话但说无妨啊什么样的话你都可以教于学生,"[Acoustic Prosody] Voice energy=0.0623, Pitch var=12570.70, Sharpness=1651.3Hz, Speed=3.48b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] disgust(max_prob:0.98), happiness(max_prob:0.96)","In the text, the caption reads: ""I'd like to hear what you have to say, sir, any words you can impart to the students."" Based on the visual clues of the man's smiling and relaxed posture in the video hints, as well as the audio cues of an individual speaking calmly and methodically, we can infer that this statement might be a request or suggestion made by the man to someone else. The man's's facial expressions and body language indicate a positive emotional state, possibly happiness and satisfaction. The individual's neutral emotional state and ability to control their emotions further support this inference. Therefore, this statement could be the man expressing his desire to hear someone else's opinions in a friendly and open tone, indicating interest in the words of the other person.","In the video, the individual's smile, facial expressions (eyes narrowing and lip corner puller), and calm atmosphere suggest a subtle yet genuine happiness. Their words convey acceptance and openness, often accompanied by happiness and contentment.",Prefer A,A
samplenew3_00071641,Borrow dart,"[Acoustic Prosody] Voice energy=0.0383, Pitch var=13955.99, Sharpness=1450.2Hz, Speed=6.16b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.88), fear(max_prob:0.77)","In the text, based on the serious and thoughtful expression of the man described in the video clues, as well as the description of the crashing waves and sniffling and nose-clearing sounds in the audio clues, it can be inferred that the individual might be experiencing a heavy or troubled emotional state. ""Borrowing a Bow,"" as mentioned in the subtitle content, could potentially be a keyword or theme he is contemplating. Given the strong emotions described in the audio clues and the unease that the crashing waves in the background might induce, it can be deduced that the person may be pondering an important decision or a troubling issue, which might be related to the ""Borrowing a Bow"" in the subtitle content. Therefore, it can be speculated that the person's emotional state might be characterized by confusion, anxiety, or worry.","In the video, a man's lowered brow and frown suggest a negative emotional state. His neutral tone and lack of enthusiasm in his voice imply a sense of detachment or resignation.",Prefer A,A
samplenew3_00026338,"Come, let's have a drink. We finally made it through.","[Acoustic Prosody] Voice energy=0.0432, Pitch var=18754.66, Sharpness=1861.9Hz, Speed=5.92b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Cheek Raiser(peak:1.00) | [Macro Emotion Base] disgust(max_prob:0.99), sadness(max_prob:0.57)","In the video, a person's facial expressions (lowered eyebrows, lip corner depressor, slight frown) and fearful tone suggest a negative emotional state. The incongruity between their fearful tone and celebratory phrase implies they're struggling to cope with the news, indicating they're feeling sad, likely due to loss or grief.","In the text, the caption reads: ""Come for a toast, we've finally made it."" This sentence might be spoken by a man to someone else. Based on the audio clues where described with a male speaker speaking clearly and succinctly, with a voice full of enthusiasm and vitality, and accompanied by upbeat, lively background music, we can infer that this statement might carry a celebratory or excited tone. The man may be sharing in the joy and celebration after overcoming a tough experience, which alignss with the various emotions ( surprise, amusement, even possibly discomfort - displayed by the man in the video hints.",Prefer B,B
samplenew3_00048897,"Do you say he is not someone who is full of food, then has he ever eaten people?","[Acoustic Prosody] Voice energy=0.0129, Pitch var=7047.72, Sharpness=1519.2Hz, Speed=5.31b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Upper Lid Raiser(peak:1.00), Nose Wrinkler(peak:1.00) | [Macro Emotion Base] surprise(max_prob:0.57), sadness(max_prob:0.46)","In the video, a woman exhibits a facial expression characterized by lowered eyebrows, lid tightener, and lifted chin, suggesting a strong emotional response. Her tone, intonation, and direct gaze convey assertiveness and intensity. Her words imply indignation and outrage, indicating a sense of anger, likely in response to a perceived injustice or attack.","In the text, the caption reads: ""If he's not a cannibal, then has he ever eaten humans?"" This phrase could be a questioning or teasing remark about the character of the mask man. Given the sense of tension and anxiety conveyed in the audio clues, as well as the hint of specific emotions or information being conveyed through the presence of the masked man in the video clues, we can infer that this phrase might carry a tone of mockery or humor. Therefore, this statement may not actually be questioning whether the masked man has ever eaten humans, but rather a humorous or playful expression, which alignss with the sense of tension and anxiety described in the audio clues.",Prefer B,B
